GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	enrichment	padj
GO:0048523	0.000307019145233002	2.9222782052155	14.3786982248521	26	6210	negative regulation of cellular process	0.0166790875451521	0.00391814909154498
GO:0009991	0.000328791011180818	5.3220036416866	1.77128891175714	8	765	response to extracellular stimulus	0.338181041479773	0.00400527231802088
GO:0048519	0.000351271889593783	2.89217758985201	15.395163365063	27	6649	negative regulation of biological process	0.0151089136399457	0.00409308114831017
GO:0071840	0.000497925332281788	2.85721442885772	18.5556984821199	30	8014	cellular component organization or biogenesis	0.0115559251220521	0.00556016621047996
GO:0051216	0.000789358406260471	7.66840836012862	0.731669668124518	5	316	cartilage development	1.23873377663836	0.00846192211511225
GO:0006325	0.000827730389471087	5.18698060941828	1.55595574993568	7	672	chromatin organization	0.38347904265873	0.00853199016839428
GO:0048856	0.000884783737300647	2.69723630180932	18.111139696424	29	7822	anatomical structure development	0.0117258548864106	0.00867592873094486
GO:0010605	0.000906440315173344	2.89762046527453	7.81682531515307	17	3376	negative regulation of macromolecule metabolic process	0.0368999846982323	0.00867592873094486
GO:0009611	0.0009751961028304	4.47330552028539	2.08850012863391	8	902	response to wounding	0.24325347466335	0.00901215708822577
GO:0009653	0.00105196651381746	2.75413371675054	9.45845124774891	19	4085	anatomical structure morphogenesis	0.0281677151233953	0.00939756752343596
GO:0001649	0.00124522886892629	6.90036231884058	0.810393619758168	5	350	osteoblast differentiation	1.00975510204082	0.0107652044152337
GO:0040007	0.00141975879650082	3.5830007980846	3.33882171340365	10	1442	growth	0.118973878551326	0.0118904799206943
GO:0071824	0.00177901453698133	4.51558171745152	1.77591973244147	7	767	protein-DNA complex organization	0.294367224272424	0.0144477544215453
GO:0006338	0.00187244014296823	6.27011873350923	0.889117571391819	5	384	chromatin remodeling	0.838860405815972	0.0147592340681025
GO:0006950	0.00212310694524848	2.53233082706767	10.824543349627	20	4675	response to stress	0.0226385655866625	0.0162569331807598
GO:0097435	0.00235221289973718	3.86202544957409	2.39876511448418	8	1036	supramolecular fiber organization	0.184396475902267	0.017510918253599
GO:0032502	0.00254202836448564	2.44794065947388	19.1669668124518	29	8278	developmental process	0.0104695808338423	0.0180395101213848
GO:0009892	0.00258801609297916	2.58756541965497	8.57164908669925	17	3702	negative regulation of metabolic process	0.0306872684935881	0.0180395101213848
GO:0008283	0.00262515259229107	2.50578065150929	10.1808592745048	19	4397	cell population proliferation	0.0243121188599604	0.0180395101213848
GO:0048589	0.00314914943145904	3.67286767286767	2.51453563159249	8	1086	developmental growth	0.167807928804235	0.0210993011907756
GO:0051172	0.0034289177842121	2.679160852065	6.50861847182917	14	2811	negative regulation of nitrogen compound metabolic process	0.0438317171664249	0.0224134138089962
GO:1901700	0.00402052120356571	2.7048035150079	5.89271932081297	13	2545	response to oxygen-containing compound	0.0496535060463716	0.0256547543465621
GO:0048646	0.00420212942861929	3.04962587081792	3.86905068175971	10	1671	anatomical structure formation involved in morphogenesis	0.0885990858238956	0.0261900159737202
GO:0010558	0.00448276861698709	2.66597601404056	5.96681245176228	13	2577	negative regulation of macromolecule biosynthetic process	0.0484280136107463	0.0273041361216486
GO:0061448	0.00509168543024348	4.92447916666667	1.1229740159506	5	485	connective tissue development	0.525858220852375	0.0303238154512279
GO:0031327	0.00541401726692082	2.59916301030141	6.09879084126576	13	2634	negative regulation of cellular biosynthetic process	0.0463547188826219	0.0315425353811908
GO:0042060	0.00559398068431256	4.08950651055914	1.64162593259583	6	709	wound healing	0.295284683526929	0.0318975919871439
GO:0009890	0.00579461267421163	2.57527441332324	6.14741445845125	13	2655	negative regulation of biosynthetic process	0.0456243239313238	0.0323532540976816
GO:0048731	0.00656299122630431	2.22385844748858	12.7254952405454	21	5496	system development	0.0171991897243251	0.0358955438499909
GO:0008285	0.00676001730351138	3.20617760617761	2.85490095189092	8	1233	negative regulation of cell population proliferation	0.130180511731651	0.036233692746821
GO:0043933	0.00775120330936587	2.47389168190128	6.3627476202727	13	2748	protein-containing complex organization	0.042588469793567	0.0407318134688246
GO:0009790	0.00819594971349365	2.89568462037638	3.5888860303576	9	1550	embryo development	0.0926747138397503	0.0415146005834441
GO:0009888	0.00820997698105425	2.45402142338417	6.40674041677386	13	2767	tissue development	0.0420055982735239	0.0415146005834441
GO:0071417	0.0087212479998316	3.32447523523938	2.37329560072035	7	1025	cellular response to organonitrogen compound	0.164828554431886	0.0424980403267214
GO:0060255	0.00872161275361819	2.12710742650132	16.6755852842809	25	7202	regulation of macromolecule metabolic process	0.0119238338327601	0.0424980403267214
GO:0010629	0.00891804258171083	3.04637711641603	2.99382557242089	8	1293	negative regulation of gene expression	0.118379111989181	0.0426792037839018
GO:0010243	0.0100081540706747	2.79682589566311	3.70465654746591	9	1600	response to organonitrogen compound	0.086973046875	0.0470558822972074
GO:0071363	0.010440426749455	3.20463397583142	2.45665037303833	7	1061	cellular response to growth factor stimulus	0.153832965717083	0.048241971876792
GO:0072359	0.0109382411474051	2.75340768277571	3.75791098533573	9	1623	circulatory system development	0.0845254731260314	0.0488496716774547
GO:0071495	0.0110675171771857	2.50607604340789	5.15873424234628	11	2228	cellular response to endogenous stimulus	0.0548206843535354	0.0488496716774547
GO:1901699	0.0111187685534505	3.1633453361614	2.48675070748649	7	1074	cellular response to nitrogen compound	0.150131428829035	0.0488496716774547
GO:0009719	0.0124609603918861	2.37777463593949	5.98302032415745	12	2584	response to endogenous stimulus	0.0444609121145607	0.0538635062100882
GO:1901698	0.0133318006093304	2.65791841631674	3.88062773347054	9	1676	response to nitrogen compound	0.0792641161761439	0.056408735497214
GO:0070848	0.0134707428053048	3.03947368421053	2.58168253151531	7	1115	response to growth factor	0.139293370065756	0.056408735497214
GO:0031324	0.0139578154037351	2.22057940484511	7.62001543606895	14	3291	negative regulation of cellular metabolic process	0.031978229254467	0.0566026554799058
GO:0048513	0.0140035300113131	2.10979690745442	10.0720349884229	17	4350	animal organ development	0.0222255515920201	0.0566026554799058
GO:0007507	0.0141506638699765	3.31888600340288	2.00282994597376	6	865	heart development	0.198381502890173	0.0566026554799058
GO:0007275	0.0152844760898173	1.99783679764163	15.4762027270388	23	6684	multicellular organism development	0.012736118587185	0.0602388175304564
GO:0019222	0.0155991230451491	1.99197461739455	18.3426807306406	26	7922	regulation of metabolic process	0.0102491019324299	0.0605590118812239
GO:0045597	0.0158176523570361	2.93802907618697	2.66503730383329	7	1151	positive regulation of cell differentiation	0.130716235872407	0.0605590118812239
GO:0042127	0.0185692840340246	2.17728148573303	7.08978646771289	13	3062	regulation of cell population proliferation	0.0343016586026815	0.0700925087481491
GO:0010468	0.0197738970564921	1.96014234875445	13.0589143298173	20	5640	regulation of gene expression	0.0155544238217393	0.0736028390436094
GO:1901701	0.0205265218882622	2.455078125	4.17005402624132	9	1801	cellular response to oxygen-containing compound	0.0686431530881881	0.0753576420007434
GO:0031323	0.0218691941542565	1.90864382106464	16.8700797530229	24	7286	regulation of cellular metabolic process	0.011184460717138	0.0792019463964966
GO:0006974	0.0223876531075367	2.97634998789249	2.22047851813738	6	959	DNA damage response	0.161397267095873	0.0799985471042646
GO:0010608	0.0251616289379993	3.25069637883008	1.67404167738616	5	723	post-transcriptional regulation of gene expression	0.236633131125306	0.0879196975693048
GO:0010556	0.0252605101225242	1.89773913043478	13.3599176742989	20	5770	regulation of macromolecule biosynthetic process	0.0148614269108429	0.0879196975693048
GO:0051248	0.0284931118223355	2.58251457458518	3.00540262413172	7	1298	negative regulation of protein metabolic process	0.102785249797603	0.0978994098511013
GO:0000278	0.0293385508670763	2.56547546695839	3.02392590686905	7	1306	mitotic cell cycle	0.101529869210078	0.0995282485110943
GO:0009605	0.0315386615341292	2.00193939162336	7.60380756367378	13	3284	response to external stimulus	0.0298207935422326	0.105620771937663
GO:0010033	0.0319226959960848	1.92921573540466	9.27553383071778	15	4006	response to organic substance	0.0231233903014674	0.105620771937663
GO:1903047	0.0326273249449503	2.711741668514	2.42423462824801	6	1047	mitotic cell cycle process	0.135406660591183	0.106372756136996
GO:0030154	0.0332814772072446	1.83851733035777	12.8134808335477	19	5534	cell differentiation	0.0153481993691722	0.106372756136996
GO:0048869	0.0333407146101031	1.83805154236626	12.8157962438899	19	5535	cellular developmental process	0.0153426539986568	0.106372756136996
GO:0031326	0.0341962649712557	1.82027027027027	13.7535374324672	20	5940	regulation of cellular biosynthetic process	0.014022945504427	0.107818811909371
GO:0032501	0.0351155916566972	1.82149596732499	22.4594803190121	29	9700	multicellular organismal process	0.00762494420235944	0.109429983302266
GO:0009889	0.0381386804585737	1.79224598930481	13.9017236943658	20	6004	regulation of biosynthetic process	0.0137255820126134	0.117484670837905
GO:0010035	0.0394155260786494	2.86359432799014	1.88937483920762	5	816	response to inorganic substance	0.185768394367551	0.120038193057705
GO:0050793	0.0411575341717914	1.91466558632882	7.88860303576023	13	3407	regulation of developmental process	0.027706471827327	0.123935046719552
GO:0006259	0.0420695093592699	2.54089361406435	2.57705171083097	6	1113	DNA metabolic process	0.119823792813672	0.125273650092048
GO:0050789	0.0500419603705224	1.96418074944893	31.5984049395421	37	13647	regulation of biological process	0.00491484110213579	0.14660969521012
GO:0051128	0.0503287013407874	1.88545744526606	7.28659634679702	12	3147	regulation of cellular component organization	0.0299757391472139	0.14660969521012
GO:0051171	0.0510516697935837	1.71013637056224	15.2446616928222	21	6584	regulation of nitrogen compound metabolic process	0.0119845516359111	0.147116639835273
GO:0045892	0.0531287938777666	2.23082808440981	3.44069976845897	7	1486	negative regulation of DNA-templated transcription	0.0784228392769483	0.15121695261585
GO:1902679	0.0544085129954222	2.21783527413018	3.4592230511963	7	1494	negative regulation of RNA biosynthetic process	0.0775852181595637	0.15121695261585
GO:0051094	0.0547015633485933	2.10260703181057	4.20478518137381	8	1816	positive regulation of developmental process	0.0600123231578335	0.15121695261585
GO:0014070	0.0547315089691696	2.21460888621823	3.46385387188063	7	1496	response to organic cyclic compound	0.0773779097200377	0.15121695261585
GO:0048598	0.0612169684574524	2.51237758433079	2.13943915616156	5	924	embryonic morphogenesis	0.144879921665636	0.167409668842829
GO:0051252	0.0621191140542051	1.73078693051081	10.0975045021868	15	4361	regulation of RNA metabolic process	0.0195119747952514	0.16776176759048
GO:0007423	0.0625976744740598	2.49527027027027	2.15333161821456	5	930	sensory organ development	0.143016533703318	0.16776176759048
GO:0050896	0.0649254691810724	1.67896783986339	24.4762027270388	30	10571	response to stimulus	0.00664157757499436	0.17062303238724
GO:0040008	0.0649386168040987	2.46724598930481	2.17648572163622	5	940	regulation of growth	0.139989814395654	0.17062303238724
GO:0007049	0.0659366530189685	1.9375	5.15178801131978	9	2225	cell cycle	0.0449743214240626	0.171484751772504
GO:0030182	0.0665463215833596	1.93355855855856	5.16104965268845	9	2229	neuron differentiation	0.044813051015399	0.171484751772504
GO:0043009	0.0680560778788511	2.43169831223629	2.20658605608438	5	953	chordate embryonic development	0.136196624345277	0.173705036871734
GO:0050794	0.0734713748108558	1.75352221706146	29.9915101620787	35	12953	regulation of cellular process	0.00516070998576477	0.184955750064425
GO:0060322	0.0749720210570547	2.17304692187688	2.98224852071006	6	1288	head development	0.0894749913197793	0.184955750064425
GO:0009792	0.0750547819555838	2.35835040983607	2.27141754566504	5	981	embryo development ending in birth or egg hatching	0.128532847860626	0.184955750064425
GO:0051253	0.0761894363726271	2.03708431526578	3.73938770259841	7	1615	negative regulation of RNA metabolic process	0.0663949620910773	0.184955750064425
GO:0010467	0.0762891518389231	1.60653429866901	15.8790841265758	21	6858	gene expression	0.0110460364953652	0.184955750064425
GO:0030155	0.0766048069296685	2.34317718940937	2.28531000771803	5	987	regulation of cell adhesion	0.126974888340729	0.184955750064425
GO:0080090	0.0781095192366692	1.60037934053108	15.9184461023926	21	6875	regulation of primary metabolic process	0.0109914763636364	0.186904921030601
GO:0019953	0.0818990230854625	2.2939121756487	2.33161821456136	5	1007	sexual reproduction	0.121981284928046	0.192211365075645
GO:0042221	0.0825328449755267	1.62974630140069	11.3918188834577	16	4920	response to chemical	0.0163520391301474	0.192211365075645
GO:0048699	0.0828164221245136	1.84034066407934	5.3902752765629	9	2328	generation of neurons	0.0410826735040918	0.192211365075645
GO:0030334	0.0831959639879658	2.10948990311661	3.06560329302804	6	1324	regulation of cell migration	0.0846754319511505	0.192211365075645
GO:0045893	0.0844985230215406	1.89690496948561	4.61229740159506	8	1992	positive regulation of DNA-templated transcription	0.0498762116740053	0.192788850073565
GO:1902680	0.0848846429428384	1.89477695217876	4.61692822227939	8	1994	positive regulation of RNA biosynthetic process	0.049776209269735	0.192788850073565
GO:0000902	0.0867497140103003	1.96879857872529	3.85747363004888	7	1666	cell morphogenesis	0.062392183764262	0.195369103821517
GO:0033993	0.0884663002863499	2.07233065442021	3.1165423205557	6	1346	response to lipid	0.0819300596782277	0.197574737306181
GO:0065007	0.0929020160342853	1.76010145959416	32.6056084383844	37	14082	biological regulation	0.00461588717258367	0.20572030946661
GO:0001568	0.0936487975930089	2.19659961685824	2.42886544893234	5	1049	blood vessel development	0.112409021802052	0.20572030946661
GO:0019219	0.0996461430043461	1.58853942266265	10.782865963468	15	4657	regulation of nucleobase-containing compound metabolic process	0.0171104299963541	0.216302899685752
GO:2000145	0.100080446123258	1.998445998446	3.22305119629534	6	1392	regulation of cell motility	0.0766046125644075	0.216302899685752
GO:0045934	0.103053497103054	1.87924534038736	4.02418317468485	7	1738	negative regulation of nucleobase-containing compound metabolic process	0.0573298276791307	0.220946697788948
GO:0001944	0.10623780498799	2.10681399631676	2.52611268330332	5	1091	vasculature development	0.10392083886074	0.22596612489509
GO:0048522	0.10723659361173	1.51663377502114	16.4741445845125	21	7115	positive regulation of cellular process	0.0102624635234124	0.226294543999557
GO:0034097	0.111653941366872	1.93368143403133	3.32261384100849	6	1435	response to cytokine	0.072082458206364	0.231896954013466
GO:0016477	0.111833071519225	1.76695901199212	4.91330074607667	8	2122	cell migration	0.0439522759191665	0.231896954013466
GO:0033554	0.112487328439368	1.71096278317152	5.74453305891433	9	2481	cellular response to stress	0.0361718833387676	0.231896954013466
GO:0045595	0.116905439407261	1.74653304990384	4.96423977360432	8	2144	regulation of cell differentiation	0.0430548980842058	0.237911942043212
GO:0051239	0.118145648340883	1.56946795836469	9.26164136866478	13	4000	regulation of multicellular organismal process	0.0201004375	0.237911942043212
GO:0051254	0.120674549537555	1.73194011855722	5.00128633907898	8	2160	positive regulation of RNA metabolic process	0.0424194101508916	0.237911942043212
GO:0006355	0.120818259360955	1.56206271864068	9.29637252379727	13	4015	regulation of DNA-templated transcription	0.0199505279858066	0.237911942043212
GO:0002682	0.120967898816887	1.7968444405523	4.19089271932081	7	1810	regulation of immune system process	0.0528594975733341	0.237911942043212
GO:0050776	0.121288197050275	2.0142321270962	2.63493696938513	5	1138	regulation of immune response	0.0955141292496626	0.237911942043212
GO:0033365	0.121619164402687	2.01234567901235	2.6372523797273	5	1139	protein localization to organelle	0.0953464871068918	0.237911942043212
GO:2001141	0.122982967973839	1.5561783756851	9.32415744790327	13	4027	regulation of RNA biosynthetic process	0.0198318045519537	0.238186535267332
GO:0044271	0.123537046276713	1.50111287351617	12.9686133264729	17	5601	cellular nitrogen compound biosynthetic process	0.0134060216566143	0.238186535267332
GO:0007167	0.130727495944425	1.84152302546951	3.47543092359146	6	1501	enzyme-linked receptor protein signaling pathway	0.0658827936605443	0.250249777950756
GO:0040012	0.139904221048016	1.80226986128625	3.54489323385644	6	1531	regulation of locomotion	0.0633261389587967	0.265917242843038
GO:0010557	0.141212028765255	1.58023384496945	6.8976074093131	10	2979	positive regulation of macromolecule biosynthetic process	0.0278766854160166	0.266112172684892
GO:0022008	0.141992689156491	1.61299000768639	6.04553640339594	9	2611	neurogenesis	0.0326596033837925	0.266112172684892
GO:0048518	0.145484326630501	1.43201097455136	18.0301003344482	22	7787	positive regulation of biological process	0.0089756202977738	0.269787378209584
GO:0045944	0.146828305151922	1.77445179255134	3.5958322613841	6	1553	positive regulation of transcription by RNA polymerase II	0.0615446745575624	0.269787378209584
GO:0048468	0.146973720964923	1.5151030690599	8.71751993825572	12	3765	cell development	0.0209427363586821	0.269787378209584
GO:0006357	0.149098249778087	1.59245534017484	6.11268330331875	9	2640	regulation of transcription by RNA polymerase II	0.0319460227272727	0.271825380547805
GO:0048870	0.154011601530125	1.6201536622036	5.30460509390275	8	2291	cell motility	0.0377069972436885	0.278491946298494
GO:0071310	0.15494131888272	1.54387620305718	7.0342166195009	10	3038	cellular response to organic substance	0.0268044315562238	0.278491946298494
GO:0022402	0.155872358002889	1.74017094017094	3.66066375096475	6	1581	cell cycle process	0.0593840278352879	0.278491946298494
GO:0006351	0.159748321680471	1.4688243870507	9.75713918188835	13	4214	DNA-templated transcription	0.018110749779984	0.283526822585206
GO:0051246	0.16488906747917	1.51943397104687	7.12914844352971	10	3079	regulation of protein metabolic process	0.0260953281672903	0.289266999917095
GO:0032880	0.165141235027297	1.8047372611465	2.91973244147157	5	1261	regulation of protein localization	0.0777896776408839	0.289266999917095
GO:0032774	0.167469570109746	1.45289267170168	9.84049395420633	13	4250	RNA biosynthetic process	0.01780523183391	0.290903720565725
GO:0031328	0.169359640201173	1.50890832523486	7.17082582968871	10	3097	positive regulation of cellular biosynthetic process	0.0257928736017826	0.290903720565725
GO:0045935	0.169558505231424	1.5761875599413	5.43426807306406	8	2347	positive regulation of nucleobase-containing compound metabolic process	0.0359290677217323	0.290903720565725
GO:0009059	0.171151011088142	1.38837379935966	17.4049395420633	21	7517	macromolecule biosynthetic process	0.00919416587710931	0.290903720565725
GO:0065003	0.17150293973651	1.61975013290803	4.60072034988423	7	1987	protein-containing complex assembly	0.0438615976165154	0.290903720565725
GO:0009891	0.175162231310705	1.49563619660083	7.22408026755853	10	3120	positive regulation of biosynthetic process	0.0254139957264957	0.295241999945088
GO:0022414	0.176782095327566	1.66843663361684	3.80421919217906	6	1643	reproductive process	0.0549867769311441	0.296110009673673
GO:0031175	0.179565101037735	1.65957446808511	3.82274247491639	6	1651	neuron projection development	0.0544551858334486	0.298903398000702
GO:0000003	0.181313996476904	1.65407925407925	3.83431952662722	6	1656	reproduction	0.0541268466008542	0.299951549727223
GO:0034654	0.190148937636242	1.39775862656266	10.9958837149473	14	4749	nucleobase-containing compound biosynthetic process	0.0153569806519319	0.31263751709517
GO:0071345	0.193484233594664	1.70011295180723	3.08644198610754	5	1333	cellular response to cytokine stimulus	0.069613239769057	0.315708553884033
GO:0006366	0.194372803697259	1.48063191717244	6.50630306148701	9	2810	transcription by RNA polymerase II	0.0281975912159167	0.315708553884033
GO:0045184	0.197581822454943	1.50622931888339	5.65423205556985	8	2442	establishment of protein localization	0.0331879791339251	0.318987520589907
GO:0044087	0.200429477630154	1.67704460966543	3.12580396192436	5	1350	regulation of cellular component biogenesis	0.0678710562414266	0.321647305418451
GO:0044092	0.2033154997769	1.66771449704142	3.14201183431953	5	1357	negative regulation of molecular function	0.0671726450203074	0.324085318149041
GO:0007155	0.206110459053524	1.52726149345573	4.84846925649601	7	2094	cell adhesion	0.039493609339095	0.324085318149041
GO:0016070	0.206364213248258	1.36155913978495	12.093388217134	15	5223	RNA metabolic process	0.0136029577126664	0.324085318149041
GO:0018130	0.207182438688907	1.36930084049397	11.1672240802676	14	4823	heterocycle biosynthetic process	0.0148893470360184	0.324085318149041
GO:0051716	0.207995054931474	1.3322908522283	20.7854386416259	24	8977	cellular response to stimulus	0.00736768300319772	0.324085318149041
GO:0019438	0.210252316716154	1.36439169933504	11.1973244147157	14	4836	aromatic compound biosynthetic process	0.0148094043775625	0.325708791213464
GO:0007399	0.21170933015964	1.40130844749228	8.44661692822228	11	3648	nervous system development	0.0204486747124115	0.326081037257377
GO:0040011	0.214353824995944	1.55958114257942	4.04502186776434	6	1747	locomotion	0.0486348500282928	0.328117123615506
GO:0008284	0.215479902075854	1.55663373323924	4.05196809879084	6	1750	positive regulation of cell population proliferation	0.0484682448979592	0.328117123615506
GO:0051240	0.21835927624735	1.49823982943699	4.931824028814	7	2130	positive regulation of multicellular organismal process	0.0381698957437898	0.328809200271034
GO:0060341	0.218388200180015	1.62121757925072	3.22536660663751	5	1393	regulation of cellular localization	0.0637455557966223	0.328809200271034
GO:0031325	0.219740779374263	1.37218566760664	9.43298173398508	12	4074	positive regulation of cellular metabolic process	0.0178863340425978	0.32899736800169
GO:0044249	0.221458377147382	1.31332642223962	19.9518909184461	23	8617	cellular biosynthetic process	0.00766298174063434	0.329726917086102
GO:0001775	0.228009604719058	1.52486905328774	4.12837664008233	6	1783	cell activation	0.0466907343581762	0.33760538157297
GO:0006915	0.231083648811162	1.43434773356033	5.89966555183946	8	2548	apoptotic process	0.0304840931663089	0.337996370233294
GO:0051173	0.232075527768359	1.36645854462475	8.62027270388474	11	3723	positive regulation of nitrogen compound metabolic process	0.01963309433436	0.337996370233294
GO:0008104	0.233404928448731	1.38145393577232	7.71726267043993	10	3333	protein localization	0.0222695536880421	0.337996370233294
GO:0022607	0.234297246763752	1.36282416192283	8.63879598662207	11	3731	cellular component assembly	0.019548990144724	0.337996370233294
GO:0010604	0.236364047141242	1.34567493112948	9.57885258554155	12	4137	positive regulation of macromolecule metabolic process	0.0173457205294445	0.337996370233294
GO:0070727	0.236909996709933	1.37545512957807	7.74504759454592	10	3345	cellular macromolecule localization	0.0221100587405963	0.337996370233294
GO:0009893	0.238280530505475	1.33149266490183	10.5258554154875	13	4546	positive regulation of metabolic process	0.0155620436854221	0.337996370233294
GO:0071705	0.238363111843629	1.39377755171244	6.8489837921276	9	2958	nitrogen compound transport	0.0254465149002876	0.337996370233294
GO:0033043	0.243414932940969	1.55117565698479	3.35966040648315	5	1451	regulation of organelle organization	0.0587512782600559	0.343343168569366
GO:0002376	0.244875563336334	1.3621143876944	7.80756367378441	10	3372	immune system process	0.0217574006295654	0.343595031278207
GO:1901576	0.249472270171044	1.27817723312909	20.2528942629277	23	8747	organic substance biosynthetic process	0.00743689626281445	0.348221710447082
GO:0048666	0.255787362681866	1.46037296037296	4.29277077437613	6	1854	neuron development	0.0431831114741851	0.355186596884663
GO:1901362	0.259160188973893	1.29345967420512	11.6511448417803	14	5032	organic cyclic compound biosynthetic process	0.0136781987963836	0.357213498280722
GO:0065008	0.259912806584854	1.31076617516893	9.77797787496784	12	4223	regulation of biological quality	0.0166464344052778	0.357213498280722
GO:0009058	0.263445783997143	1.26178010471204	20.396449704142	23	8809	biosynthetic process	0.00733257910035636	0.360221786281808
GO:0012501	0.266625847241098	1.36822536822537	6.14509904810908	8	2654	programmed cell death	0.028097668900904	0.362719426703625
GO:0008219	0.27526658444227	1.35339532718791	6.20298430666324	8	2679	cell death	0.0275757098224742	0.372583053689537
GO:0033036	0.278454782121928	1.29620601145183	8.9930537689735	11	3884	macromolecule localization	0.0180391630190032	0.375004430194355
GO:0048583	0.281769533340044	1.26439222974468	11.8479547208644	14	5117	regulation of response to stimulus	0.0132275478829587	0.37757117467566
GO:0015031	0.283410124880937	1.36674132138858	5.34859789040391	7	2310	protein transport	0.0324531024531024	0.377880166507915
GO:0120036	0.290967295382267	1.35338831365974	5.39490609724723	7	2330	plasma membrane bounded cell projection organization	0.0318983587835473	0.386035817635878
GO:0031399	0.301904050653773	1.36735574471424	4.55441214304091	6	1967	regulation of protein modification process	0.0383640696815193	0.398047314681037
GO:0018193	0.304460327672573	1.40804870335231	3.67224080267559	5	1586	peptidyl-amino acid modification	0.0491751596965249	0.398047314681037
GO:0006139	0.306959920859516	1.22116899252324	14.948289169025	17	6456	nucleobase-containing compound metabolic process	0.0100902986031456	0.398047314681037
GO:1901565	0.307242604921862	1.40225267800882	3.68613326472858	5	1592	organonitrogen compound catabolic process	0.048805191156789	0.398047314681037
GO:0007417	0.307706763120974	1.40129093198992	3.68844867507075	5	1593	central nervous system development	0.0487439358240639	0.398047314681037
GO:0030030	0.308932244230059	1.32289584721297	5.50373038332905	7	2377	cell projection organization	0.0306493887130719	0.398047314681037
GO:0044085	0.312227502077841	1.25107784077486	9.25006431695395	11	3995	cellular component biogenesis	0.0170506625146264	0.40036828017637
GO:0009987	0.32890291716083	2.34472268998859	42.7262670439928	44	18453	cellular process	0.00319669243726754	0.419742770471916
GO:0008152	0.340259787599859	1.21248438267913	30.1535888860304	32	13023	metabolic process	0.00466777633431007	0.432178308420674
GO:0051641	0.350577264046474	1.19090886050284	11.4497041420118	13	4945	cellular localization	0.0131520333373887	0.443182579077618
GO:0048585	0.353093322340013	1.27894775733392	4.83457679444302	6	2088	negative regulation of response to stimulus	0.03404649447307	0.44426765439964
GO:0034641	0.356636296152341	1.16820440028389	16.3537432467198	18	7063	cellular nitrogen compound metabolic process	0.00892639772117086	0.446179166488634
GO:0080134	0.357942241772598	1.30494100294985	3.93619758168253	5	1700	regulation of response to stress	0.0428010380622837	0.446179166488634
GO:0046483	0.366286825162718	1.1607652371656	15.4576794443015	17	6676	heterocycle metabolic process	0.00943622756780411	0.454466986775965
GO:0070887	0.369265091994326	1.1912251970903	8.70825829688706	10	3761	cellular response to chemical stimulus	0.0174894226779679	0.455157836574587
