GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	enrichment	padj
GO:0048585	0.195186701708952	1.73257721235398	3.11561615641883	5	2088	negative regulation of response to stimulus	0.0283720787275583	0.4196179075711
GO:0009890	0.196256301732568	1.65020434290216	3.96166709544636	6	2655	negative regulation of biosynthetic process	0.0210573802759956	0.4196179075711
GO:1901362	0.196287956520808	1.50747238466537	7.50851556470286	10	5032	organic cyclic compound biosynthetic process	0.00977014199741685	0.4196179075711
GO:0140352	0.196786329067826	1.72700255305569	3.12456907640854	5	2094	export from cell	0.0282097209564964	0.4196179075711
GO:0007166	0.201310238786651	1.54474751609422	5.74031386673527	8	3847	cell surface receptor signaling pathway	0.0133729664475115	0.423043255421224
GO:0009605	0.207598826508721	1.56605265348018	4.90023154103422	7	3284	response to external stimulus	0.0160573503688945	0.426443415218998
GO:0031324	0.209162991452055	1.56203631934448	4.91067661435554	7	3291	negative regulation of cellular metabolic process	0.0159891146272335	0.426443415218998
GO:1901360	0.211751213074261	1.44352732865932	10.4480576279907	13	7002	organic cyclic compound metabolic process	0.00655965925106802	0.426443415218998
GO:0010556	0.217773411380621	1.44813914452741	8.6097247234371	11	5770	regulation of macromolecule biosynthetic process	0.00817378480096357	0.428828223521216
GO:1901564	0.226771525820565	1.41311914323963	11.5388217134037	14	7733	organonitrogen compound metabolic process	0.00579180799290105	0.428828223521216
GO:0006139	0.227848649288229	1.41987074159273	9.63334190892719	12	6456	nucleobase-containing compound metabolic process	0.00712256371986752	0.428828223521216
GO:0046903	0.230069360445545	1.6210407239819	3.30511962953435	5	2215	secretion	0.0252118482132393	0.428828223521216
GO:0090304	0.232340328096809	1.42062132373936	8.72611268330332	11	5848	nucleic acid metabolic process	0.00795719677334237	0.428828223521216
GO:0010033	0.235057517482436	1.46816265275495	5.97756624646257	8	4006	response to organic substance	0.0123324748274493	0.428828223521216
GO:0048518	0.236242746025667	1.39681804537073	11.619397993311	14	7787	positive regulation of biological process	0.0057117583713106	0.428828223521216
GO:0009966	0.23659488194274	1.46493074133524	5.98801131978389	8	4013	regulation of signal transduction	0.0122894885169176	0.428828223521216
GO:0023051	0.244038293904749	1.42759621586756	6.95343452534088	9	4660	regulation of signaling	0.0102530438947116	0.429434623901355
GO:0006950	0.24720829429124	1.42156022288898	6.97581682531515	9	4675	response to stress	0.0101873545139981	0.429434623901355
GO:0010646	0.248056510243345	1.41995717344754	6.98178543864163	9	4679	regulation of cell communication	0.010169943956164	0.429434623901355
GO:0031326	0.250092008794758	1.38909503195217	8.8633907898122	11	5940	regulation of cellular biosynthetic process	0.00771262002743484	0.429434623901355
GO:0051649	0.254645221495958	1.456648984818	5.2016465140211	7	3486	establishment of localization in cell	0.0142503461925729	0.429434623901355
GO:0006807	0.259633596077154	1.38651394954987	16.7688191407255	19	11238	nitrogen compound metabolic process	0.00372183988799854	0.429434623901355
GO:0023056	0.262111421565194	1.53355234812581	3.47074864934397	5	2326	positive regulation of signaling	0.0228629740885678	0.429434623901355
GO:0009889	0.262786200408996	1.36773457923133	8.95888860303576	11	6004	regulation of biosynthetic process	0.00754907010693737	0.429434623901355
GO:0010647	0.263584010532556	1.52980796789911	3.47820941600206	5	2331	positive regulation of cell communication	0.0227649970249713	0.429434623901355
GO:0046483	0.269568965742439	1.34969281830379	9.9616156418832	12	6676	heterocycle metabolic process	0.00666086651844996	0.432051053288164
GO:0044281	0.272169714482577	1.50840410474168	3.52148186261899	5	2360	small molecule metabolic process	0.0222089557598391	0.432051053288164
GO:0065007	0.275040036890838	1.45791545154942	21.0125032158477	23	14082	biological regulation	0.0028693352694439	0.432051053288164
GO:0043170	0.278933058256671	1.34563211227687	15.9167995883715	18	10667	macromolecule metabolic process	0.00391354250914636	0.432051053288164
GO:0006725	0.280088269028189	1.33347345190868	10.040699768459	12	6729	cellular aromatic compound metabolic process	0.006556353025648	0.432051053288164
GO:0044093	0.28352882249329	1.48114291684079	3.57818368922048	5	2398	positive regulation of molecular function	0.0215106625551874	0.43275451854239
GO:0010467	0.306373858916481	1.29504562561221	10.2331875482377	12	6858	gene expression	0.00631202085449438	0.452039882265912
GO:0051246	0.306419149345284	1.38652216358466	4.59434010805248	6	3079	regulation of protein metabolic process	0.0156571969003742	0.452039882265912
GO:0051641	0.306934308123111	1.31918557536467	7.37869822485207	9	4945	cellular localization	0.00910525384896143	0.452039882265912
GO:0009059	0.308634126512588	1.28869602878465	11.2165165937741	13	7517	macromolecule biosynthetic process	0.00569162649535338	0.452039882265912
GO:0044271	0.311886533873808	1.30049233260221	8.35755081039362	10	5601	cellular nitrogen compound biosynthetic process	0.00788589509212606	0.452235474117021
GO:0050794	0.328812939244952	1.31412387875039	19.3278621044507	21	12953	regulation of cellular process	0.00309642599145886	0.47205818010414
GO:0051716	0.339136562591585	1.24860522204865	13.3950604579367	15	8977	cellular response to stimulus	0.00460480187699857	0.482105897801763
GO:0034641	0.34988516148694	1.23687086520894	10.5390789812194	12	7063	cellular nitrogen compound metabolic process	0.0059509318141139	0.492556780734042
GO:0006357	0.358021640860589	1.32598039215686	3.93928479547209	5	2640	regulation of transcription by RNA polymerase II	0.0177477904040404	0.498813232410771
GO:0048522	0.361209582090558	1.22264825964174	10.6166709544636	12	7115	positive regulation of cellular process	0.00586426487052139	0.498813232410771
GO:0016043	0.373509348796799	1.20585317460317	11.6760998199125	13	7825	cellular component organization	0.0052523880002858	0.503286372440385
GO:0044238	0.376794483631306	1.22390070321105	17.6402366863905	19	11822	primary metabolic process	0.00336320880633932	0.503286372440385
GO:0008104	0.378352043640569	1.26075195044498	4.97334705428351	6	3333	protein localization	0.0133617322128252	0.503286372440385
GO:0071704	0.380915606777885	1.22939010725148	18.6728067918703	20	12514	organic substance metabolic process	0.00315951073266856	0.503286372440385
GO:0070727	0.381803454954775	1.25528340950818	4.99125289426293	6	3345	cellular macromolecule localization	0.0132660352443578	0.503286372440385
GO:0044249	0.402744246365018	1.1720097640358	12.8578852585542	14	8617	cellular biosynthetic process	0.0046644236682122	0.526107348855204
GO:0031325	0.407224774024142	1.2000469410108	6.07903267301261	7	4074	positive regulation of cellular metabolic process	0.0104336948581821	0.527017250189906
GO:0006366	0.411478796652878	1.23299168152109	4.19295086184718	5	2810	transcription by RNA polymerase II	0.0156653284532871	0.527017250189906
GO:0071840	0.415013876327951	1.15817554055743	11.9581167995884	13	8014	cellular component organization or biogenesis	0.00500756755288926	0.527017250189906
GO:0010604	0.424243259338301	1.1768875192604	6.17303833290455	7	4137	positive regulation of macromolecule metabolic process	0.0101183369755093	0.527017250189906
GO:0007165	0.424771578487341	1.14825312908054	11.0419346539748	12	7400	signal transduction	0.00542125639152666	0.527017250189906
GO:0023052	0.425248401877372	1.14691033925687	12.0267558528428	13	8060	signaling	0.00495057232049948	0.527017250189906
GO:1901576	0.431317854924801	1.14066949120195	13.0518651916645	14	8747	organic substance biosynthetic process	0.00452680642084358	0.53000922850929
GO:0009058	0.445063104162756	1.12604889141558	13.1443786982249	14	8809	biosynthetic process	0.00446330901760822	0.54230378238319
GO:0032879	0.452912154803269	1.16821302916809	4.38991510162079	5	2942	regulation of localization	0.0142911378423831	0.543134990703992
GO:0007154	0.45323678534609	1.11693893783651	12.2132750192951	13	8185	cell communication	0.00480051825362559	0.543134990703992
GO:0042127	0.490140004015524	1.1141778432014	4.56897350141497	5	3062	regulation of cell population proliferation	0.013192945616416	0.578327803423172
GO:0051173	0.490581516007242	1.10109836123101	5.55528685361461	6	3723	positive regulation of nitrogen compound metabolic process	0.0107089605460146	0.578327803423172
GO:0009891	0.507896667843718	1.08955323702515	4.65551839464883	5	3120	positive regulation of biosynthetic process	0.0127069978632479	0.593911426107573
GO:0009893	0.533764469914516	1.04216988123135	6.7833290455364	7	4546	positive regulation of metabolic process	0.00837956198445804	0.616649800581197
GO:0033036	0.535847412918833	1.04455456645066	5.79552354000515	6	3884	macromolecule localization	0.00983954346491084	0.616649800581197
GO:0006810	0.546123209362189	1.02332526810882	9.84970414201183	10	6601	transport	0.00567757232249244	0.62352649887809
GO:0009987	0.565328009478633	1.49080054274084	27.5347054283509	28	18453	cellular process	0.0020342588237157	0.640410635737514
GO:0051179	0.578148515272332	0.991919738067346	11.0553640339594	11	7409	localization	0.00495741910562788	0.649856858251846
GO:0051234	0.582637451964013	0.987046813952944	10.0854643684075	10	6759	establishment of localization	0.00541523424757083	0.649864850267553
GO:0048513	0.657712917924809	0.90451597405717	6.49086699253923	6	4350	animal organ development	0.00784431232659532	0.722497715296445
GO:0007399	0.657722058062971	0.901443407448074	5.44337535374325	5	3648	nervous system development	0.00929485214200523	0.722497715296445
GO:0008283	0.669019203431009	0.892042022714446	6.56099819912529	6	4397	cell population proliferation	0.00767751121893486	0.72938183832704
GO:0022607	0.678785815900704	0.87672213276078	5.56722408026756	5	3731	cellular component assembly	0.00888590461123817	0.734507039594045
GO:0048468	0.687189575260587	0.866910460992908	5.61795729354258	5	3765	cell development	0.00872614014945089	0.735273672883776
GO:0035556	0.689635996635818	0.864058355437666	5.63287882685876	5	3775	intracellular signal transduction	0.00867997017674663	0.735273672883776
GO:0071702	0.711129505284912	0.839054404145078	5.7671726267044	5	3865	organic substance transport	0.00828043492449739	0.752655315812498
GO:0044085	0.740479223421418	0.804928989139515	5.96115255981477	5	3995	cellular component biogenesis	0.00775030114301199	0.778039763739896
GO:0048731	0.94323749158792	0.527947247010259	8.20087471057371	5	5496	system development	0.00409504517245836	0.972630311699208
GO:0030154	0.945734690081149	0.522886899379032	8.2575765371752	5	5534	cell differentiation	0.00403899983399268	0.972630311699208
GO:0048869	0.945799130686816	0.522754671488849	8.25906869050682	5	5535	cellular developmental process	0.00403754052596232	0.972630311699208
GO:0007275	0.964945692339008	0.497206922145396	9.97355286853615	6	6684	multicellular organism development	0.00332246571839608	0.982253403293362
GO:0032501	0.968705080489315	0.527727988702406	14.4738873166967	10	9700	multicellular organismal process	0.00262929110426188	0.982253403293362
GO:0048856	0.978162709244647	0.471918804164486	11.6716233599177	7	7822	anatomical structure development	0.00283037876568531	0.984955505836624
GO:0032502	0.988295499146059	0.42835866829338	12.3520452791356	7	8278	developmental process	0.00252714020127228	0.988295499146059
